annee,mois,combinaison,tache,sujetId,consigne
2026,mai,133,2,cmu71dqsl02el8iigz0jb2glz,"Je suis votre ami(e). Je veux vendre ma maison. Vous cherchez à en acheter une. Vous me posez des questions pour obtenir des informations sur cette maison (nombre de pièces, équipements, prix, etc.)."
2026,mai,134,2,cmu71dqsl02en8iig8cxht56r,"Je suis votre ami(e). J’ai fait une croisière en bateau. Vous rêvez d’en faire une. Vous me posez des questions pour avoir des informations sur la croisière que j’ai faite (tarifs, activités, services, etc.)."
2026,mai,135,2,cmu71dqsl02eo8iigmc96dpgt,"Je suis votre voisin(e). Je donne des cours de cuisine à des particuliers. Vous êtes intéressé(e). Vous me posez des questions pour savoir comment cela se passe (tarifs, plats, participants, etc.)."
2026,mai,136,2,cmu71dqsl02eq8iighmz9t78a,"Je travaille dans un restaurant. Vous souhaitez organiser un repas d’anniversaire pour votre meilleur(e) ami(e). Vous me posez des questions sur les services du restaurant (menus, prix, disponibilités, etc.)."
2026,mai,137,2,cmu71dqsl02et8iigggoanfha,"Nous sommes collègues de travail. Je vends un stock de vêtements d’occasion pour enfants. Vous êtes intéressé(e). Vous me posez des questions sur ces vêtements (taille, prix, quantité, etc.)."
2026,mai,138,2,cmu71dqsl02eu8iig70mgpj53,"Je suis votre collègue. J’organise des séances de yoga pour les employé(e)s de l’entreprise. Vous êtes intéressé(e). Vous me posez des questions pour obtenir des informations (lieux, horaires, équipements, etc.)."
2026,mai,139,2,cmu71dqsm02ex8iigxzw0ezg5,"Je suis votre voisin(e). Je prends des cours de photographie dans l’association du quartier. Vous êtes intéressé(e). Vous me posez des questions sur le cours (prix, horaires, matériel, etc.)."
2026,mai,140,2,cmu71dqsm02ez8iig2dz7zvm2,"Je travaille à l’accueil du nouveau centre culturel de votre ville. Vous êtes intéressé(e). Vous me posez des questions sur les activités proposées par le centre (horaires, prix, etc.)."
2026,mai,141,2,cmu71dqsm02f08iiggoj34six,"Je travaille à l’office de tourisme de votre lieu de vacances. Vous me posez des questions sur les activités à faire dans la région (parcs, musées, restaurants, etc.)."
2026,mai,142,2,cmu71dqsm02f28iignzzwk74a,"Vous êtes mon ami(e). Vous allez m’aider à déménager dans mon nouveau logement. Vous me posez des questions sur l’organisation de la journée (lieu, date, participants, etc.)."
2026,mai,143,2,cmu71dqsm02f48iigpfovxjq1,"Je suis votre collègue. Je cherche un(e) partenaire pour faire du sport. Vous êtes intéressé(e). Vous me posez des questions sur mon activité sportive (type d’activité, horaires, niveau, etc.)"
2026,mai,144,2,cmu71dqsm02f68iigvy54gtah,"Je suis votre voisin(e) et nos enfants sont amis. Je vous propose d’emmener votre enfant en vacances avec ma famille. Vous me posez des questions avant d’accepter (lieu, dates, activités prévues, etc.)."
2026,mai,145,2,cmu71dqsn02f98iigdn6jmg1t,"Je suis votre voisin(e). Je suis bénévole dans une association qui protège l’environnement. Vous souhaitez participer aux activités de cette association. Vous me posez des questions pour obtenir des informations (types d’activités, horaires, autres participants, etc.)."
2026,mai,146,2,cmu71dqsn02fb8iigozoxhedk,"Je travaille dans une agence de voyages. L’agence organise des excursions à la journée. Vous êtes intéressé(e). Vous me posez des questions sur les journées proposées (lieux visités, prix, organisation, etc.)."
2026,mai,147,2,cmu71dqsn02fc8iig410bog2g,"Je travaille à l’accueil d’un musée. Vous voulez organiser une sortie familiale. Vous me posez des questions pour obtenir des informations utiles sur le musée (expositions, prix, horaires, etc.)."
2026,mai,148,2,cmu71dqsn02fe8iig6ap33tjf,"Je travaille dans un restaurant. Vous voulez organiser un repas d’anniversaire pour votre meilleur(e) ami(e). Posez-moi des questions sur les services du restaurant (menus, prix, disponibilités, etc.)"
2026,mai,149,2,cmu71dqsn02fh8iig8l4ke2tk,"Nous sommes collègues de travail. Je vends un stock de vêtements d’occasion pour les enfants.  Vous êtes intéressé(e). Posez-moi des questions sur ces vêtements (taille, prix, quantité, etc.)"
2026,mai,150,2,cmu71dqsn02fj8iig5951fmvz,"Je suis votre voisin(e). Je donne des cours de cuisine. Vous êtes intéressé(e). Posez-moi des questions pour savoir comment cela se passe (tarifs, plats, participants, etc)."
2026,mai,151,2,cmu71dqso02fl8iigaelw0281,"Je suis votre ami(e). J’ai fait une croisière en bateau. Vous voulez en faire une. Posez-moi des questions pour avoir des informations sur la croisière (tarifs, activités, services, etc.)."
2026,mai,152,2,cmu71dqso02fm8iigl95bxo1w,"Je suis votre ami(e). Je veux vendre ma maison. Vous cherchez à en acheter une. Posez-moi des questions pour obtenir des informations (nombre de pièces, équipements, prix, etc.)."
2026,mai,153,2,cmu71dqso02fo8iigolwve3dr,"Je suis votre ami(e), je suis parti(e) en vacances à la mer l’année dernière. Vous êtes intéressé(e). Vous me demandez des conseils (activités, prix, hébergement, etc.) pour organiser votre voyage."
2026,mai,154,2,cmu71dqso02fq8iigqs5y7zdy,"Je suis votre collègue. Je prends des cours de danse dans une association. Vous êtes intéressé(e). Vous me posez des questions sur ces cours (type de danse, lieu, horaires, etc.)."
2026,mai,155,2,cmu71dqso02ft8iiggj1w4qml,"Je suis votre collègue. J’organise une fête pour ma nomination à un poste de responsable. Vous me posez des questions pour obtenir des informations (horaires, lieu, invités, etc.)."
2026,mai,156,2,cmu71dqsp02fv8iigzgcctpzn,"Je suis votre voisin(e). Vous avez accepté de garder mon enfant une journée pour me rendre service. Vous me demandez des informations sur mon enfant (activités préférées, habitudes, repas, etc.)."
2026,mai,157,2,cmu71dqsp02fx8iigw3uolqij,"Je travaille à l’accueil de l’office de tourisme. Vous souhaitez visiter la ville avec des amis. Vous me posez des questions sur les choix possibles (type d’activités, tarifs, horaires, etc.)."
2026,mai,158,2,cmu71dqsp02fy8iig1tft22yr,"Je suis votre ami(e). Je cherche une personne pour garder mon animal pendant mes vacances. Vous me posez des questions pour obtenir des informations (dates, activités, soins, etc.)."
2026,mai,159,2,cmu71dqsp02g18iig7so8n1gy,"Je suis votre ami(e). J’emploie un(e) baby-sitter toutes les semaines. Vous cherchez quelqu’un pour garder votre enfant. Vous me posez des questions sur mon/ma baby-sitter (disponibilité, tarifs, activités avec les enfants, etc.)."
2026,mai,160,2,cmu71dqsp02g38iigzy5chz54,"Je suis votre voisin(e). Je travaille dans une agence qui organise des randonnées dans la forêt autour de Toronto. Vous êtes intéressé(e) et vous me posez des questions sur cette activité (circuits, tarifs, participants, etc.)"
2026,mai,161,2,cmu71dqsp02g48iigpfrayyct,"Je suis votre voisin(e). Vous venez de vous installer dans l’immeuble. Vous me posez des questions sur l’organisation de l’immeuble (habitants, règles de vie, équipements, etc.)."
2026,mai,162,2,cmu71dqsq02g68iigyj7muvvj,"Je travaille dans une association franco-canadienne. Vous souhaitez vous installer au Canada. Vous me posez des questions pour savoir comment vivent les Canadiens (travail, loisirs, logement, etc.)."
2026,mai,163,2,cmu71dqsq02g98iigji9ch652,"Je suis votre ami(e). Je vais déménager le week-end prochain. Vous allez participer au déménagement et vous me posez des questions sur l’organisation de la journée (horaires, adresse, transport, etc.)."
2026,mai,164,2,cmu71dqsq02ga8iig9usog2cv,"Je suis votre ami(e). J’utilise souvent un site Internet qui propose des sorties en groupe. Vous êtes intéressé(e) et vous me posez des questions pour obtenir des informations (inscription, participants, activités, etc.)."
2026,mai,165,2,cmu71dqsr02gd8iignugeio8w,"Je suis votre ami(e). Vous voulez offrir un cadeau à mon enfant pour son anniversaire. Vous me posez des questions pour savoir quel cadeau lui offrir (jeux, habitudes, goûts, etc.)."
2026,mai,166,2,cmu71dqsr02gf8iigqrubje8b,"Je travaille dans un restaurant. Vous voulez organiser un dîner avec vos collègues. Vous me posez des questions sur le restaurant (menu, tarifs, ambiance, etc.)."
2026,mai,167,2,cmu71dqsr02gh8iigym5h2zzx,"Je travaille dans une agence immobilière au Canada. Vous cherchez un logement. Vous me posez des questions pour avoir des informations (prix, conditions, démarches, etc.)."
2026,mai,168,2,cmu71dqsr02gi8iigwe6o029a,"Je suis un(e) de vos collègues. Vous êtes nouveau (nouvelle) dans l’entreprise. Vous me posez des questions pour obtenir des informations sur l’entreprise (organisation du travail, collègues, restauration, etc.)."
2026,mai,169,2,cmu71dqsr02gl8iigcf6vh72y,"Je suis votre ami(e) et je vous invite à une fête. Vous venez d’emménager au Québec et c’est la première fois que vous participez à une fête ici. Vous me posez des questions sur cet événement (horaires, cadeaux à apporter, tenue vestimentaire, etc.)."
2026,mai,170,2,cmu71dqsr02gm8iigiex0pjmv,"Je travaille à l’accueil du club de sport de votre quartier. Vous voulez faire du sport mais vous ne savez pas quel sport choisir. Vous me posez des questions sur les activités sportives proposées (horaires, tarifs, équipements, etc.)."
2026,mai,171,2,cmu71dqss02gp8iig7u44lnfs,"Je travaille à l’accueil d’un musée. Vous voulez visiter ce musée avec des amis. Vous me posez des questions pour préparer votre visite (horaires, tarifs, visites guidées, etc.)."
2026,mai,172,2,cmu71dqss02gr8iig0c5crcaw,"Nous sommes collègues. Vous voulez partir en week-end, je vous propose de visiter une ville que je connais bien. Vous me posez des questions sur cette ville (hébergements, restaurants, visites, etc.)."
2026,mai,173,2,cmu71dqss02gt8iig23y8mwsc,"Je suis votre collègue. Je fais partie d’un club de jeux de société. Vous êtes intéressé(e). Vous me posez des questions pour obtenir des informations (lieu, horaires, tarifs, etc.)."
2026,mai,174,2,cmu71dqss02gu8iig228ygrsv,"Je suis votre collègue. J’organise une fête pour mon départ en retraite. Je vous ai invité(e). Vous me posez des questions (date, lieu, invités, etc.)."
2026,mai,175,2,cmu71dqst02gx8iigoyhzaps8,"Je suis votre voisin(e). J’organise des cours de jardinage. Vous êtes intéressé(e). Vous me posez des questions pour avoir des informations (prix, organisation, activités, etc.)."
2026,mai,176,2,cmu71dqst02gy8iigefo96awi,"Je travaille à la bibliothèque. Vous avez besoin de documents. Vous me posez des questions sur la façon d’emprunter ces documents (nombre, durée, tarifs, etc.)."
2026,mai,177,2,cmu71dqst02h18iignsyjwivr,"Je travaille à l’accueil de la piscine de votre quartier. Vous voulez prendre des cours de natation. Vous me posez des questions (horaires, tarifs, conditions d’accès, etc.)."
2026,mai,178,2,cmu71dqst02h38iigp69jrdeh,"Dans le cadre de vos cours de français, vous faites une enquête sur les activités d’un Québécois pendant le week-end. Je vais jouer le rôle de ce Québécois et vous celui de l’enquêteur. Vous me posez des questions (quoi, où, quand, etc.)."
2026,mai,179,2,cmu71dqsu02h58iig57186lf9,"Je suis employé à un office de tourisme. Vous venez d’arriver dans ma ville. Vous entrez dans l’office de tourisme. Vous demandez des informations sur les activités touristiques (monuments, musées, horaires d’ouverture, tarifs des visites, etc.)."
2026,mai,180,2,cmu71dqsu02h78iigxul9gnwu,"Je suis un(e) de vos collègues, je fais régulièrement du sport dans une salle proche de notre entreprise. Cela vous intéresse. Vous me posez des questions sur la salle (activités sportives proposées, tarifs, horaires, etc.)."
2026,mai,181,2,cmu71dqsu02h98iigkjnyvq68,"Je suis un de vos collègues. Je connais bien Montréal. Vous allez bientôt y passer une semaine dans le cadre d’un séjour professionnel. Vous m’interrogez sur les possibilités de logement sur place pour un court séjour (type de logement, prix, confort, etc.)."
2026,mai,182,2,cmu71dqsu02hb8iigsth1ath6,"Je suis votre ami francophone. Vous vivez dans ma ville. Vous vous êtes fait voler votre sac avec vos clés et vos papiers. Vous me demandez des conseils sur ce que vous devez faire."
2026,mai,183,2,cmu71dqsu02hd8iig83m37mac,"Je suis employé(e) dans une bibliothèque. Ma bibliothèque organise un jeu ouvert au public. Vous m’interrogez sur ce jeu."
2026,mai,184,2,cmu71dqsv02hf8iiga5it7mn0,"Dans le cadre de vos cours de français, vous faites une enquête sur les activités d’un jeune étudiant d’un pays francophone. Vous jouez le rôle de l’enquêteur et posez des questions (quoi, où, quand, etc.)."
2026,mai,185,2,cmu71dqsv02hg8iigfk967044,"Je suis un(e) ami(e) canadien(ne). Je fais une activité artistique (théâtre, danse, musique, etc.). Vous souhaitez faire la même activité et vous me posez des questions."
2026,mai,186,2,cmu71dqsv02hi8iig984lbfwb,"Je suis un(e) ami(e) francophone. Vous souhaitez vous installer dans ma ville. Vous me demandez des conseils pour trouver un logement."
2026,mai,187,2,cmu71dqsv02hk8iig34skw4y9,"Je suis un(e) de vos amis francophones. Vous recherchez une destination de voyage. Vous voulez savoir quels pays j’ai visités. Vous me posez des questions sur ces pays."
2026,mai,188,2,cmu71dqsv02hn8iigb3neg521,"Je suis un(e) ami(e). Vous cherchez un emploi. Vous allez à un entretien professionnel la semaine prochaine. Demandez-moi des conseils pour réussir votre entretien (comportement, vêtements, préparatifs, etc.)."
2026,mai,189,2,cmu71dqsv02ho8iigteg6bs65,"Je suis votre voisin(e). Je pars en vacances. J’aimerais que vous vous occupiez de mon animal de compagnie pendant mon absence. Vous me posez des questions pour décider si vous allez accepter (dates, habitudes de l’animal, règles, etc.)."
2026,mai,190,2,cmu71dqsw02hr8iigxnn72hgb,"Je travaille dans un office de tourisme. Vous voulez partir en week-end mais vous ne voulez pas dépenser beaucoup d’argent. Demandez-moi des conseils (lieux, activités, transports, etc.)."
2026,mai,191,2,cmu71dqsw02ht8iigcad9p6g4,"Je travaille à l’accueil d’un club sportif de votre ville. Vous voulez faire du sport. Vous me posez des questions pour décider si vous allez vous inscrire (cours, tarifs, horaires, etc.)."
2026,mai,192,2,cmu71dqsw02hu8iighc0m7buh,"Nous sommes amis. Vous voulez vous installer au Canada. J’habite dans un appartement en colocation à Toronto, je vous propose de partager mon appartement. Vous me posez des questions pour décider si vous allez accepter (appartement, quartier, habitudes de vie, etc.)."
2026,mai,193,2,cmu71dqsw02hw8iiglth5v6e5,"Je suis votre ami(e) francophone. Vous devez rédiger un article sur un film pour la revue de votre association culturelle et vous me demandez quels films je préfère (type, endroit, coût, etc.)."
2026,mai,194,2,cmu71dqsx02hz8iigie5vh7lk,"Je travaille dans une agence de voyages. Vous souhaitez organiser un voyage touristique et vous venez me demander des détails sur les destinations (lieux à visiter, activités, prix, etc.)."
2026,mai,195,2,cmu71dqsx02i08iigsvltio9j,"Je suis votre voisin(e). Vous voulez préparer une fête de quartier et vous me demandez des idées pour l’organisation (invités, nourriture, musique, etc.)."
2026,mai,196,2,cmu71dqsx02i28iiggjghldkq,"Je suis votre voisin(e). Vous venez d’emménager et vous ne connaissez personne dans la ville. Vous me demandez des idées pour rencontrer de nouvelles personnes."
2026,mai,197,2,cmu71dqsy02i58iigowk6ckpy,"Vous voulez connaître le rythme du travail au Canada. Posez-moi des questions sur les horaires et les jours de congé, et comparez-les avec votre pays."
2026,juin,1,2,cmu71dqsy02i78iig5z3lhxa9,"Je suis votre collègue. J’organise des courses à pied en groupe. Vous êtes intéressé(e). Vous me posez des questions pour obtenir des informations (lieux, horaires, équipements, etc.)."
2026,juin,2,2,cmu71dqsy02i98iigjeblwo57,"Je travaille au service des loisirs de la ville où vous venez d’emménager. Vous souhaitez commencer une activité pour rencontrer de nouvelles personnes. Vous me posez des questions sur les différentes possibilités (type d’activités, horaires, public, etc.)."
2026,juin,3,2,cmu71dqsy02ib8iigxip5i731,"Je travaille dans un restaurant. Vous souhaitez fêter un anniversaire avec toute votre famille dans ce restaurant. Vous me posez des questions sur l’organisation (nombre de personnes, menus proposés, prix, etc.)."
2026,juin,4,2,cmu71dqsz02id8iig3c6v3n23,"Je travaille dans une boutique de téléphonie mobile. Vous souhaitez acheter un premier téléphone à un enfant. Vous me posez des questions sur les différentes formules (type de téléphone, accessoires, tarifs, etc.)."
2026,juin,5,2,cmu71dqsz02ie8iig48bbbpvy,"Je travaille à l’accueil d’un parc d’attractions. Vous souhaitez visiter ce parc. Vous me posez des questions sur ce lieu (tarifs, horaires, activités, etc.)."
2026,juin,6,2,cmu71dqt002ig8iigg3hcpcmp,"Je suis votre ami(e). Je souhaite organiser une sortie en famille dimanche prochain. Vous voulez m’aider et vous me posez des questions pour préparer cette sortie (lieu, activités, budget, transports, etc.)."
2026,juin,7,2,cmu71dqt002ij8iig7yqgeigw,"Je suis votre ami(e) et je vis au Canada. Vous allez bientôt vous y installer. Vous me posez des questions sur les transports (types de moyens, prix, fréquence, rapidité, etc.)."
2026,juin,8,2,cmu71dqt002ik8iig155etg28,"Je suis votre voisin(e). J’ai affiché une annonce dans l’immeuble pour vendre un meuble. Vous êtes intéressé(e) et vous me posez des questions pour obtenir des informations (état, prix, livraison, date, etc.)."
2026,juin,9,2,cmu71dqt102im8iigntw02xpn,"Vous venez d’arriver au Canada. Je suis un(e) ami(e) et je vous héberge temporairement. Vous me demandez des conseils pour chercher et louer un appartement (loyer, quartiers, démarches, etc.)."
2026,juin,10,2,cmu71dqt102ip8iigawgo38q4,"Vous séjournez à l’hôtel pour quelques jours. Je travaille à l’accueil. Vous me posez des questions pour organiser votre séjour (petit-déjeuner, Internet, transports, activités, etc.)."
2026,juin,11,2,cmu71dqt102ir8iig1us22z3s,"Je suis un(e) employé(e) de la mairie de votre ville. Vous souhaitez organiser votre anniversaire et vous voulez louer la salle des fêtes de la mairie. Vous me posez des questions sur la salle (réservation, tarifs, matériel, etc.)."
2026,juin,12,2,cmu71dqt102it8iigpd7mp2p3,"Je suis votre ami(e). Je suis membre d’une association québécoise qui aide les personnes âgées vivant seules. Cette association vous intéresse. Vous me posez des questions pour vous informer (les membres, les actions menées, le public cible, le financement, etc.)."
2026,juin,13,2,cmu71dqt202iu8iigo12b5ibd,"Je suis votre voisin(e), je veux vous inviter à une fête organisée pour les habitants de l’immeuble. Vous venez d’emménager dans l’immeuble. Vous me posez des questions pour mieux connaître l’événement (horaires, préparation, lieu, etc.)."
2026,juin,14,2,cmu71dqt202ix8iig3vnh375s,"Nous sommes ami(e)s. Je vous prête mon logement pour les vacances. Vous me posez des questions concernant votre séjour (équipement, activités à proximité, tâches à effectuer, etc.)."
2026,juin,15,2,cmu71dqt202iy8iignz6mcxml,"Vous venez d’arriver au Québec. Vous cherchez un logement. Je cherche un colocataire. Vous êtes intéressé(e). Vous me posez des questions sur l’appartement (superficie, quartier, loyer...) et les règles à respecter."
2026,juin,16,2,cmu71dqt202j08iigm15v9pdp,"Je suis votre ami(e) québécois(e) et nous ne nous sommes pas vus depuis longtemps. Vous prenez de mes nouvelles et vous me posez des questions sur ma vie quotidienne (loisirs, famille, travail, etc.)."
2026,juin,17,2,cmu71dqt202j38iigv7505pub,"Je suis votre ami(e). Je dois poster un paquet mais je ne peux pas y aller. Je vous demande de l’aide. Vous me posez des questions pour décider si vous pouvez me rendre ce service (délai, volume, durée, etc.)."
2026,juin,18,2,cmu71dqt302j58iigzt07o88i,"Je suis votre ami(e). Je vous invite à l’anniversaire de ma sœur. Vous me posez des questions sur elle pour savoir quel cadeau lui offrir (goûts, activités, personnalité, etc.)."
2026,juin,19,2,cmu71dqt502j68iigjcgd5dtr,"Je suis votre ami(e). Vous voulez regarder une série télévisée. Vous ne savez pas laquelle choisir. Vous me posez des questions pour choisir une série à regarder (types de séries, acteurs, chaînes, etc.)."
2026,juin,20,2,cmu71dqt502j88iig5fcxuug1,"Vous venez d’arriver au Québec. Je suis votre collègue. Vous avez envie de rencontrer des gens. Vous me posez des questions pour savoir où et comment rencontrer de nouvelles personnes (activités, associations, lieux de convivialité, etc.)."
2026,juin,21,2,cmu71dqt602jb8iigm5rty6go,"Je suis un(e) ami(e) canadien(ne), je travaille dans un cinéma. Vous êtes en vacances au Canada, vous souhaitez aller voir un film. Vous m’interrogez pour faire votre choix (types de film, horaires, tarifs, etc.)."
2026,juin,22,2,cmu71dqt702jc8iigom68h85g,"Je suis un(e) ami(e) canadien(ne), je viens de passer des vacances formidables au bord de la mer. Vous aimeriez faire la même chose. Vous me posez des questions sur ce séjour (lieu, activités, tarifs, etc.)."
2026,juin,23,2,cmu71dqt702je8iigp22hh5qo,"Je suis un(e) ami(e) francophone. Vous devez écrire un article pour présenter un livre dans la revue de votre association littéraire. Vous cherchez des idées. Vous m’interrogez sur mes lectures récentes."
2026,juin,24,2,cmu71dqt802jg8iigau2ssl50,"Je suis un(e) ami(e). J’ai participé à un jeu organisé par une chaîne de télévision. Vous m’interrogez sur mon expérience (conditions d’inscription, contenus, intérêt, etc.) pour décider si vous voulez participer à ce jeu."
2026,juin,25,2,cmu71dqt802ji8iiga3anfdn0,"Je suis un(e) employé(e) de l’agence de transports en commun de la ville. C’est votre première visite. Vous m’interrogez pour savoir comment fonctionnent les transports en commun ici (type de transports, tarifs, horaires, etc.). [L’examinateur indique au candidat de quelle ville il s’agit.]."
2026,juin,26,2,cmu71dqt802jk8iigextdpvrf,"Je suis un(e) ami(e) québécois(e). Vous allez vous installer au Québec. Vous me posez des questions sur les habitudes alimentaires des Québécois (nombre de repas, horaires, plats typiques, etc.)."
2026,juin,27,2,cmu71dqt902jm8iighg33q5ip,"Je suis votre ami(e). Je vends des objets que je n’utilise plus sur Internet. Vous souhaitez faire la même chose. Vous me posez des questions pour avoir plus d’informations (type de site, types d’objets, modalités, etc.)."
2026,juin,28,2,cmu71dqta02jp8iigbkgkct88,"Je suis votre voisin(e). Je participe à l’organisation d’un festival culturel dans notre ville. Vous me proposez votre aide. Vous me posez des questions sur l’organisation du festival (préparation, lieux, horaires, etc.)."
2026,juin,29,2,cmu71dqta02jr8iigiqitz2gu,"Je suis votre voisin(e). Vous allez vous occuper de ma maison pendant mon absence. Vous me posez des questions pour savoir ce que vous devrez faire (durée de l’absence, types de services, informations utiles, etc.)."
2026,juin,30,2,cmu71dqtd02js8iigjkkgnp95,"Je travaille dans une entreprise de services aux particuliers. Vous avez besoin de faire de petits travaux chez vous. Vous me posez des questions pour obtenir des informations (services proposés, tarifs, organisation, etc.)."
2026,juin,31,2,cmu71dqte02jv8iigmbmn4xhq,"Je suis votre voisin(e), je vous ai invité(e) à une soirée entre voisins lundi prochain. Vous avez emménagé dans l’immeuble il y a peu de temps, vous me demandez plus d’informations (horaire, plat à apporter, ambiance, etc.) sur la soirée."
2026,juin,32,2,cmu71dqte02jx8iigygo3k11c,"Je suis votre professeur(e) de français. Vous voulez perfectionner votre français, vous voulez progresser rapidement. Vous me demandez des conseils (actions, moyens, pratique, etc.)."
2026,juin,33,2,cmu71dqte02jz8iig7q22qwqw,"Je suis un(e) employé(e) du centre culturel de la ville. Vous voulez faire une activité artistique (musique, dessin, théâtre, danse, etc.). Vous allez dans le centre culturel. Vous me demandez des informations (horaires, activités, tarifs, etc.)."
2026,juin,34,2,cmu71dqte02k08iig8q4pwdah,"Je suis un(e) ami(e) francophone. Vous voulez vous promener dans ma ville. Demandez-moi des informations sur des endroits sympathiques à visiter (lieux, activités, prix, etc.)."
2026,juin,35,2,cmu71dqtf02k28iigwmgeapbd,"Je suis un(e) ami(e) francophone. Vous séjournez dans ma ville. Vous souhaitez avoir une activité bénévole (c’est-à-dire une activité non rémunérée). Vous m’interrogez sur les possibilités (type d’action, type d’organisme, public concerné, etc.). [L’examinateur indique au candidat de quelle ville il s’agit.]."
2026,juin,36,2,cmu71dqtf02k58iiggkr74wn1,"Je suis votre ami(e). Je prends des cours de sport à la maison avec un entraîneur personnel. Vous êtes intéressé(e). Vous me posez des questions sur ces cours (horaires, tarifs, exercices, etc.)."
2026,juin,37,2,cmu71dqtf02k68iig6nv9zng5,"Je suis votre ami(e). Je vends souvent mes anciennes affaires (vêtements, livres, objets, etc.) sur Internet. Vous êtes intéressé(e). Vous me posez des questions pour savoir comment faire (sites, produits, prix, etc.)."
2026,juin,38,2,cmu71dqtg02k98iigujdwplre,"Je suis votre ami(e). J’ai participé à un concours de cuisine. Vous êtes intéressé(e). Vous me posez des questions pour avoir plus d’informations (inscription, organisation, cadeaux, etc.)."
2026,juin,39,2,cmu71dqtg02ka8iigb5uz7q2w,"Je suis votre ami(e). Mon fils a participé à un camp de vacances pendant une semaine. Vous êtes intéressé(e) et vous me posez des questions sur ce type de séjours pour enfants (tarifs, lieux, activités, etc.)."
2026,juin,40,2,cmu71dqtg02kd8iigjqwrg5d2,"Je suis votre collègue. Je viens travailler en voiture. Je propose du covoiturage. Vous êtes intéressé(e). Vous me posez des questions (prix, participants, trajet, etc.)."
2026,juillet,1,2,cmu71dqtg02kf8iiga9h3rfyu,"Je loue des chambres d’hôtes pour les touristes. Vous souhaitez réserver une chambre dans mon gîte. Vous me posez des questions pour avoir plus d’informations (lieu, tarifs, services, etc.)."
2026,juillet,2,2,cmu71dqth02kh8iig0894eh8h,"Je suis votre ami(e). J’ai un magasin. J’ai besoin d’un vendeur ou d’une vendeuse. Vous cherchez du travail. Vous me posez des questions sur le poste proposé (tâches, horaires, salaire, etc.)."
2026,juillet,3,2,cmu71dqth02kj8iig5fwanfp3,"Je travaille dans un grand centre sportif. Vous souhaitez faire une activité sportive. Vous me posez des questions pour avoir des informations et faire votre choix (type d’activités, tarifs, horaires, etc.)."
2026,juillet,4,2,cmu71dqth02kk8iig7f37durj,"Je travaille dans un magasin. Vous voulez acheter un ordinateur. Vous me posez des questions sur les produits disponibles (prix, taille, utilisation, etc.)."
2026,juillet,5,2,cmu71dqth02kn8iig634j6g4n,"Je travaille à l’office de tourisme de votre ville. Vous cherchez des informations sur les prochains événements culturels. Vous me posez des questions (activités, dates, prix, etc.)."
2026,juillet,6,2,cmu71dqth02kp8iigm28vc437,"Au Québec, vous souhaitez entrer en contact avec des personnes venant de votre pays d’origine. Vous me demandez conseil, je travaille au bureau d’arrondissement de la ville. Posez-moi des questions (structures d’accueil, activités, lieux, etc.)."
2026,juillet,7,2,cmu71dqth02kq8iigt8x2omxu,"Je suis votre ami(e), je vis au Québec. Vous allez bientôt vous installer dans ma ville. Vous me posez des questions pour mieux la connaître (loisirs, transports, commerces, lieux préférés, etc.)."
2026,juillet,8,2,cmu71dqti02kt8iignd8u4qyq,"Je suis votre ami(e). Pendant une semaine, vous allez recevoir vos neveux et nièces qui ont entre 8 et 15 ans. Vous n’avez pas l’habitude des enfants. Vous me demandez des conseils pour organiser votre semaine avec eux (visites, activités, vie quotidienne, etc.)."
2026,juillet,9,2,cmu71dqti02kv8iignjxxc37r,"Nous ne nous connaissons pas. Je vends une bicyclette à assistance électrique. Vous me posez des questions pour avoir des informations sur la bicyclette (état, fonctionnement, prix, etc.)."
2026,juillet,10,2,cmu71dqti02kx8iigl15omqgr,"Pour la première fois, vous partez skier avec des amis. Vous savez que le ski est mon sport préféré. Posez-moi des questions sur les lieux, l’équipement à prévoir, les tarifs, l’hébergement, etc."
2026,juillet,11,2,cmu71dqti02ky8iigzh205dgg,"Je suis votre professeur de français. Vous allez passer le prochain Nouvel An en France. Vous vous demandez comment les Français célèbrent cette fête. Vous me posez des questions pour vous faire une idée (lieux, activités, plats, etc.)."
2026,juillet,12,2,cmu71dqti02l08iigmnavvllm,"Je suis un (une) de vos collègues, je fais régulièrement du sport dans une salle proche de notre entreprise. Cela vous intéresse. Vous me posez des questions sur la salle (activités sportives proposées, les tarifs, les horaires, etc.)."
2026,juillet,13,2,cmu71dqtj02l38iigs8nfah7u,"Je suis un(e) ami(e) français(e). Votre professeur de français vous a demandé de faire un petit exposé sur le mariage pour comparer les habitudes dans votre pays et en France. Vous m’interrogez sur le mariage en France."
2026,juillet,14,2,cmu71dqtj02l48iigrmazv1pa,"Je suis un(e) ami(e). Je travaille dans une entreprise française. Vous souhaitez travailler en France. Vous m’interrogez sur mon expérience (formation, activités, relations, conditions de travail, etc.)."
2026,juillet,15,2,cmu71dqtj02l68iigkfl72008,"Je suis votre voisin(e). Vous avez accepté de garder mon enfant une journée pour me rendre service. Vous me demandez des informations sur mon enfant (activités préférées, habitudes, repas, etc.)."
2026,juillet,16,2,cmu71dqtj02l98iigko7j9xsy,"Je suis employé(e) dans un office de tourisme. Vous souhaitez louer une maison au bord de la mer pour les vacances. Vous me posez des questions pour obtenir des renseignements (lieux, conditions de location, activités dans la région, etc.)."
